Make,Model,ID,disp,type,horse,cyl,lockup,drive,weight,axleratio,nvratio,THC,CO,CO2,mpg
aston martin,DB9,143TT1042,5.9,Car,510,12,Y,R,4500,3.46,31,0.0251,0.12,550.27,16.1
aston martin,DB9,143TT1042,5.9,Car,510,12,Y,R,4500,3.46,31,0.0022,0.0118,343.88,25.8
aston martin,Rapide S,410TT4202,6,Car,552,12,Y,R,4750,2.73,22.4,0.0269,0.5,511.93,17.3
aston martin,Rapide S,410TT4202,6,Car,552,12,Y,R,4750,2.73,22.4,0.0008,0.06,296.63,29.9
aston martin,V12 Vantage S,288TT2087,6,Car,565,12,Y,R,4250,3.73,33.6,0.0248,0.61,603.49,14.8
aston martin,V12 Vantage S,288TT2087,6,Car,565,12,Y,R,4250,3.73,33.6,0.0005,0.05,353.09,25.3
aston martin,V8 VANTAGE,210TT241,4.7,Car,420,8,N,R,4000,3.91,38.6,0.0358,0.7897,551.4037,16
aston martin,V8 VANTAGE,210TT241,4.7,Car,420,8,N,R,4000,3.91,38.6,0.0079,0.3147,333.29,26.5
aston martin,V8 VANTAGE S,270TT244,4.7,Car,430,8,Y,R,4000,4.18,36.2,0.02898,0.64907,529.36,16.7
aston martin,V8 VANTAGE S,270TT244,4.7,Car,430,8,Y,R,4000,4.18,36.2,0.00034,0.1417,306.95,28.8
aston martin,Vanquish,314TT3175,6,Car,568,12,Y,R,4500,2.73,23.2,0.0293,0.335,536.18,16.5
aston martin,Vanquish,314TT3175,6,Car,568,12,Y,R,4500,2.73,23.2,0.0005,0.03758,309.22,28.7
Audi,A4,D3UB-BAF,1.984,Car,211,4,N,F,3875,4.61,23.3,0.0221,0.67,292,30.3
Audi,A4,D3UB-BAF,1.984,Car,211,4,N,F,3875,4.61,23.3,0.0109,0.14,199,44.6
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,4000,3.69,31.2,0.0163,0.88,308,28.7
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,4000,3.69,31.2,0.008,0.59,374,23.7
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,4000,3.69,31.2,0.1293,2.19,365,24.1
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,4000,3.69,31.2,0.0234,1.03,323,27.4
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,4000,3.69,31.2,0.0096,0.12,203,43.7
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,3875,3.69,31.2,0.01,0.84,368,24.1
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,3875,3.69,31.2,0.1815,3.02,363,24.1
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,3875,3.69,31.2,0.0216,0.78,301,29.4
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,3875,3.69,31.2,0.0233,0.73,314,28.2
Audi,A4,D3UB-BMQ,1.984,Car,211,4,N,F,3875,3.69,31.2,0.0091,0.13,200,44.4
Audi,A6,C3UB-CAF,1.984,Both,211,4,Y,F,4000,3.09,24.1,0.0185,1.08,309,28.6
Audi,A6,C3UB-CAF,1.984,Both,211,4,Y,F,4000,3.09,24.1,0.0155,0.48,338,26.2
Audi,A6,C3UB-CAF,1.984,Both,211,4,Y,F,4000,3.09,24.1,0.1912,1.24,332,26.6
Audi,A6,C3UB-CAF,1.984,Both,211,4,Y,F,4000,3.09,24.1,0.0282,0.67,282,31.4
Audi,A6,C3UB-CAF,1.984,Both,211,4,Y,F,4000,3.09,24.1,0.0105,0.19,189,46.9
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4250,2.85,24.6,0.0206,0.4,374,23.7
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4250,2.85,24.6,0.0181,0.33,393,22.6
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4250,2.85,24.6,0.0168,0.22,233,38.1
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.047,1.2,362,24.4
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.0205,0.53,379,23.4
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.3342,1.53,488,18.1
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.0071,0.04,448,19.8
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.0467,1.46,363,24.3
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.018,0.35,391,22.7
Audi,A6,D3UF-CAQ,2.995,Both,333,6,Y,A,4500,2.85,24.6,0.0197,0.28,236,37.6
Audi,A6 quattro,D3UB-CAQ,1.984,Car,211,4,Y,A,4250,3.08,26.9,0.0039,1.28,422,21
Audi,A6 quattro,D3UB-CAQ,1.984,Car,211,4,Y,A,4250,3.08,26.9,0.0399,1.63,343,25.7
Audi,A6 quattro,D3UB-CAQ,1.984,Car,211,4,Y,A,4250,3.08,26.9,0.1126,1.15,429,20.6
Audi,A6 quattro,D3UB-CAQ,1.984,Car,211,4,Y,A,4250,3.08,26.9,0.0243,0.71,358,24.8
Audi,A6 quattro,D3UB-CAQ,1.984,Car,211,4,Y,A,4250,3.08,26.9,0.0099,0.17,219,40.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0018,0,297,34.3
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0018,0,297,34.3
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0018,0,297,34.3
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0269,0.233,329,30.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0269,0.233,329,30.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0269,0.233,329,30.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0352,0.37,409,24.8
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0352,0.37,409,24.8
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0352,0.37,409,24.8
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0049,0.002,358,28.4
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0049,0.002,358,28.4
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0049,0.002,358,28.4
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0021,0.002,309,32.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0021,0.002,309,32.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0021,0.002,309,32.9
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0027,0.003,194,52.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0027,0.003,194,52.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0027,0.003,194,52.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0259,0.209,333,30.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0259,0.209,333,30.5
Audi,A7,E4UG-CAQ,2.967,Both,240,6,Y,A,4500,2.52,21.8,0.0259,0.209,333,30.5
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0368,1.15,387,22.9
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0227,0.55,384,23.2
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.329,1.52,475,18.6
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0399,1.36,388,22.9
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0159,0.3,464,19.2
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0255,0.67,396,22.5
Audi,Q5,D3UF-Q5A,2.995,Both,272,6,Y,F,4750,3.2,25.7,0.0272,0.3,251,35.5
Audi,Q5,DFUB-Q5A,1.984,Truck,211,4,Y,A,4500,3.76,30.3,0.0254,0.46,358,24.8
Audi,Q5,DFUB-Q5A,1.984,Truck,211,4,Y,A,4500,3.76,30.3,0.0073,0.11,230,38.6
Audi,Q5,DFUB-Q5A,1.984,Both,211,4,Y,A,4500,3.76,30.3,0.0028,0.13,229,27.1
Audi,Q5,DFUB-Q5A,1.984,Both,211,4,Y,A,4500,3.76,30.3,0.0139,0.163,357,17.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0311,0.24,417,24.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0311,0.24,417,24.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0311,0.24,417,24.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0035,0,361,28.2
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0035,0,361,28.2
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0035,0,361,28.2
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0006,0,358,28.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0006,0,358,28.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0006,0,358,28.4
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0234,0.34,356,28.5
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0234,0.34,356,28.5
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0234,0.34,356,28.5
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0019,0,231,44
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0019,0,231,44
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0019,0,231,44
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0009,0,351,29
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0009,0,351,29
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0009,0,351,29
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0259,0.31,340,29.9
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0259,0.31,340,29.9
Audi,Q5,E4UG-QAQ,2.967,Both,240,6,Y,A,4750,3.08,24.7,0.0259,0.31,340,29.9
Audi,Q5 Hybrid,DHUB-Q5H,1.984,Truck,211,4,Y,A,4750,3.76,30.3,0.0197,1.15,323,27.5
Audi,Q5 Hybrid,DHUB-Q5H,1.984,Truck,211,4,Y,A,4750,3.76,30.3,0.0111,0.573,324,27.5
Audi,Q5 Hybrid,DHUB-Q5H,1.984,Truck,211,4,Y,A,4750,3.76,30.3,0.2453,1.3,382,23.1
Audi,Q5 Hybrid,DHUB-Q5H,1.984,Truck,211,4,Y,A,4750,3.76,30.3,0.032,0.93,292,30.4
Audi,Q5 Hybrid,DHUB-Q5H,1.984,Truck,211,4,Y,A,4750,3.76,30.3,0.0303,0.46,223,39.9
Audi,Q7,BTLF-Q7A,2.995,Truck,272,6,Y,A,5500,3.7,30.1,0.0234,0.25,458,19.4
Audi,Q7,BTLF-Q7A,2.995,Truck,272,6,Y,A,5500,3.7,30.1,0.033,0.61,295,30
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0008,0.002,402,25.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0008,0.002,402,25.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0008,0.002,402,25.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0145,0.111,502,20.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0145,0.111,502,20.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0145,0.111,502,20.3
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0057,0,480,21.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0057,0,480,21.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0057,0,480,21.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0381,0.21,446,22.8
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0381,0.21,446,22.8
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0381,0.21,446,22.8
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0033,0,260,39.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0033,0,260,39.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,6000,3.27,26.8,0.0033,0,260,39.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0039,0.002,432,23.6
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0039,0.002,432,23.6
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0039,0.002,432,23.6
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0217,0.169,492,20.7
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0217,0.169,492,20.7
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0217,0.169,492,20.7
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0018,0.001,389,26.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0018,0.001,389,26.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0018,0.001,389,26.2
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0346,0.19,422,24.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0346,0.19,422,24.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0346,0.19,422,24.1
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0042,0.001,248,41
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0042,0.001,248,41
Audi,Q7,D3UG-TAQ,2.967,Truck,240,6,Y,A,5250,3.27,26.8,0.0042,0.001,248,41
Audi,R8,9LR8-RMQ,5.204,Car,525,10,N,R,4250,4.06,43,0.0705,0.51,645,13.7
Audi,R8,9LR8-RMQ,5.204,Car,525,10,N,R,4250,4.06,43,0.1084,1.41,387,22.7
Audi,R8,9LR8-RMQ,5.204,Car,525,10,N,R,4250,4.06,43,0.1256,3.49,479,18.2
Audi,R8,9LR8-RMQ,5.204,Car,525,10,N,R,4250,4.06,43,0.313,2.03,690,12.8
Audi,R8,9LR8-RMQ,5.204,Car,525,10,N,R,4250,4.06,43,0.0594,0.99,746,11.8
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4250,4.57,43,0.0992,1.88,737,12
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4250,4.57,43,0.0502,0.54,654,13.6
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4250,4.57,43,0.0489,0.92,372,23.8
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4250,4.57,43,0.1137,2.78,460,19.1
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4250,4.57,43,0.3043,1.58,727,12.2
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4000,4.57,43,0.0458,0.59,649,13.7
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4000,4.57,43,0.1041,0.94,355,24.9
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4000,4.57,43,0.1051,3.6,439,20
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4000,4.57,43,0.3454,1.58,703,12.6
Audi,R8,B375-RMQ,4.163,Car,430,8,N,A,4000,4.57,43,0.1227,2.06,728,12.1
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4250,3.59,31.6,0.042,0.37,577,15.4
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4250,3.59,31.6,0.0026,0.01,312,28.6
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4250,3.59,31.6,0.0197,0.284,425,21
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4250,3.59,31.6,0.0071,0.003,579,15.4
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4250,3.59,31.6,0.6306,1.52,652,13.7
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4000,3.59,31.6,0.0439,0.187,577,15.5
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4000,3.59,31.6,0.0071,0.039,307,29.1
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4000,3.59,31.6,0.1207,0.792,421,21.1
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4000,3.59,31.6,0.6456,1.76,640,13.9
Audi,R8,DAV 558,5.204,Car,525,10,Y,A,4000,3.59,31.6,0.0114,0.043,592,15.1
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4750,4.38,35.7,0.5835,2.3,541,16.4
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4750,4.38,35.7,0.0221,0.25,483,18.4
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4750,4.38,35.7,0.111,1.33,414,21.3
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4750,4.38,35.7,0.0535,0.43,463,19.2
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4750,4.38,35.7,0.0711,0.35,307,28.9
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4250,4.38,35.7,0.0354,0.34,466,19.1
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4250,4.38,35.7,0.0496,0.25,296,30
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4250,4.38,35.7,0.0633,0.88,395,22.4
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4250,4.38,35.7,0.6388,3.13,548,16.1
Audi,RS5,D3UL-BSQ,4.163,Car,450,8,Y,A,4250,4.38,35.7,0.0121,0.34,517,17.2
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0164,0.35,467,19.1
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0049,0.08,474,18.9
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0304,0.37,378,23.6
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.1658,2.09,572,15.5
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0269,0.18,253,35.3
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0239,0.36,532,16.8
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0243,0.12,286,31.3
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.0268,0.34,422,21.2
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.1104,1.92,658,13.5
Audi,RS7,E3UJ-RSQ,3.993,Car,560,8,Y,A,4750,3.08,27.2,0.007,0.11,526,17
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4250,3.88,32.7,0.0156,0.3,396,22.4
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4250,3.88,32.7,0.0072,0.09,248,35.8
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4250,3.88,32.7,0.0328,0.9,356,24.9
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4250,3.88,32.7,0.0086,0.06,448,19.8
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4250,3.88,32.7,0.2812,1.29,455,19.4
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4750,3.88,32.7,0.0331,0.93,376,23.5
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4750,3.88,32.7,0.0123,0.13,460,19.3
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4750,3.88,32.7,0.357,1.7,472,18.7
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4750,3.88,32.7,0.0176,0.38,401,22.1
Audi,S5,D3UF-BAQ,2.995,Both,333,6,Y,F,4750,3.88,32.7,0.0172,0.21,256,34.7
Audi,S5,D3UF-BMQ,2.995,Both,333,6,N,F,4250,3.68,39.1,0.0334,0.39,443,20
Audi,S5,D3UF-BMQ,2.995,Both,333,6,N,F,4250,3.68,39.1,0.0148,0.21,266,33.4
Audi,S5,D3UF-BMQ,2.995,Both,333,6,N,F,4250,3.68,39.1,0.0247,0.24,363,24.5
Audi,S5,D3UF-BMQ,2.995,Both,333,6,N,F,4250,3.68,39.1,0.304,1.47,457,19.3
Audi,S5,D3UF-BMQ,2.995,Both,333,6,N,F,4250,3.68,39.1,0.0041,0.01,460,19.3
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0063,0.007,484,18.4
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0119,0.076,276,32.2
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0271,0.23,375,23.7
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.1146,1.063,531,16.8
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0195,0.21,438,20.3
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0042,0.01,491,18.1
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.1157,1.012,522,17.1
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.017,0.122,352,25.2
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0166,0.248,424,20.9
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0123,0.057,247,36
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.0169,0.238,424,20.9
Audi,S7,D3UJ-S7Q,3.993,Car,420,8,Y,A,4750,4.09,27.6,0.013,0.068,241,36.9
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3625,3.44,32.3,0.2726,2.18,366,24
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3625,3.44,32.3,0.0124,0.45,383,23.1
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3625,3.44,32.3,0.0096,0.16,210,42.2
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3625,3.44,32.3,0.0213,0.39,311,28.5
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3625,3.44,32.3,0.0245,0.4,312,28.4
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3500,3.44,32.3,0.2576,2.13,365,24.1
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3500,3.44,32.3,0.0086,0.33,381,23.3
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3500,3.44,32.3,0.016,0.35,306,29
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3500,3.44,32.3,0.0041,0.14,204,43.5
Audi,TT Coupe,B3UA-TAQ,1.984,Car,211,4,N,A,3500,3.44,32.3,0.0197,0.27,294,30.2
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,6000,2.85,23.4,0.0131,0.29,555,15.9
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,6000,2.85,23.4,0.2444,1.97,624,14.2
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,6000,2.85,23.4,0.0356,0.33,429,20.6
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,6000,2.85,23.4,0.046,0.24,278,31.7
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,6000,2.85,23.4,0.0318,0.4,511,17.3
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,5500,2.85,23.4,0.0105,0.03,526,16.8
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,5500,2.85,23.4,0.2117,1.31,599,14.8
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,5500,2.85,23.4,0.0368,0.2,384,23
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,5500,2.85,23.4,0.023,0.28,462,19.1
Audi,Continental GT,E3UJ-BY62,3.993,Car,520,8,Y,A,5500,2.85,23.4,0.0369,0.19,263,33.6
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.0143,0.191,510,17.4
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.0711,0.768,625,14.2
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.4998,4.87,648,13.6
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.0345,0.285,617,14.4
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.0023,0.013,333,26.7
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,5500,2.85,24.9,0.0434,0.556,576,15.4
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,5500,2.85,24.9,0.0101,0.056,485,18.3
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,5500,2.85,24.9,0.0024,0.012,314,28.3
Bentley,Continental GT,BY77623/13,5.998,Car,616,12,Y,F,6000,2.85,24.9,0.0286,0.428,589,10.5
