Make,Model,ID,disp,type,horse,cyl,lockup,drive,weight,axleratio,nvratio,THC,CO,CO2,mpg
BMW,M3,J276010,3,Car,425,6,N,R,3875,3.46,38.3,0.01279,0.1192,242.65,36.3
BMW,M4 Convertible,F708503,3,Car,425,6,N,R,4500,3.46,30.2,0.02053,0.3517,364.59,24.2
BMW,M4 Convertible,F708503,3,Car,425,6,N,R,4500,3.46,30.2,0.00682,0.0848,229.09,38.6
BMW,M4 Convertible,F708503,3,Car,425,6,N,R,4500,3.46,30.2,0.01831,0.2883,487.96,18.1
BMW,M4 Convertible,F708503,3,Car,425,6,N,R,4500,3.46,30.2,0.04218,0.343,285.75,30.8
BMW,M4 Convertible,J276010,3,Car,425,6,N,R,4250,3.46,38.3,0.0262853,0.3478783,428.2663595,20.8
BMW,M4 Convertible,J276010,3,Car,425,6,N,R,4250,3.46,38.3,0.005736,0.0714551,245.2280257,36.4
BMW,M4 Coupe,F708503,3,Car,425,6,N,R,3875,3.46,30.2,0.0006775,0.0183504,236.366618,37.8
BMW,M4 Coupe,F708503,3,Car,425,6,N,R,3875,3.46,30.2,0.0211859,0.2877044,371.4423368,24
BMW,M5,C772210,4.4,Car,553,8,N,R,4750,3.15,35.1,0.01463,0.6625,485.57,18.2
BMW,M5,C772210,4.4,Car,553,8,N,R,4750,3.15,35.1,0.06319,0.6115,294.7,30
BMW,M5,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.02792,0.6372,450.2,19.7
BMW,M5,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.00051,0.46,274.86,32.2
BMW,M5,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.03356,0.7336,602.28,14.7
BMW,M5,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.04363,0.6456,351.27,25.2
BMW,M6 Convertible,C772210,4.4,Car,553,8,N,R,4750,3.15,35.1,0.02048,0.5789,496.39,17.9
BMW,M6 Convertible,C772210,4.4,Car,553,8,N,R,4750,3.15,35.1,0.0873,0.6926,295.43,30
BMW,M6 Convertible,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.02324,0.5678,446.79,19.8
BMW,M6 Convertible,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.00325,0.4786,273.25,32.4
BMW,M6 Convertible,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.02124,0.6619,610.51,14.5
BMW,M6 Convertible,C772213,4.4,Car,553,8,N,R,4750,3.15,27,0.04169,0.6267,354.67,24.9
BMW,X1 xDrive35i,VL63554,3,Both,300,6,Y,R,4250,3.64,33.4,0.01785,0.2125,395.82,22.4
BMW,X1 xDrive35i,VL63554,3,Both,300,6,Y,R,4250,3.64,33.4,0.01043,0.0788,239.22,37.1
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.02754,0.037,282.5,36.1
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.02754,0.037,282.5,36.1
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.02754,0.037,282.5,36.1
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.02754,0.037,282.5,36.1
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.00602,0.0145,212.54,47.8
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.00602,0.0145,212.54,47.8
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.00602,0.0145,212.54,47.8
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.00602,0.0145,212.54,47.8
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.03372,0.0508,295.11,34.5
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.03372,0.0508,295.11,34.5
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.03372,0.0508,295.11,34.5
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.03372,0.0508,295.11,34.5
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.0053,0.0152,210.13,48.4
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.0053,0.0152,210.13,48.4
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.0053,0.0152,210.13,48.4
BMW,X3 xDrive 28d,0E95003,2,Truck,181,4,Y,R,4500,3.08,25.8,0.0053,0.0152,210.13,48.4
BMW,X3 xDrive28i,LK59506,2,Both,241,4,Y,A,4250,3.38,28.3,0.02272,0.8582,322.65,27.4
BMW,X3 xDrive28i,LK59506,2,Both,241,4,Y,A,4250,3.38,28.3,0.02662,0.6223,224.65,39.3
BMW,X3 xDrive28i,LK59506,2,Both,241,4,Y,A,4250,3.38,28.3,0.00738,0.6209,338.22,26.2
BMW,X3 xDrive28i,LK59506,2,Both,241,4,Y,A,4250,3.38,28.3,0.06007,1.0062,224.8,39.2
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.0201592,0.7383997,382.5934697,23.2
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.0345268,0.4517294,246.4232731,36.1
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.0002646,0.2614377,252.7437892,35.2
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.0129394,0.2868817,375.4820652,23.8
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.02047,0.3227,381.33,23.4
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.06008,0.3964,230.28,38.7
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.02902,0.3115,380.22,23.4
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.0543,0.3091,242.89,36.6
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.06302,0.3794,241.58,36.7
BMW,X3 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.02519,0.3674,390.19,22.8
BMW,X3 xDrive35i,LL15022,3,Both,300,6,Y,R,4500,3.38,28.2,0.0342144,0.2643622,250.2012308,35.5
BMW,X3 xDrive35i,LL15022,3,Both,300,6,Y,R,4500,3.38,28.2,0.018835,0.468535,379.1306399,23.4
BMW,X3 xDrive35i,LL15022,3,Both,300,6,Y,R,4500,3.38,28.2,0.0153941,0.1958344,372.9927851,23.8
BMW,X3 xDrive35i,LL15022,3,Both,300,6,Y,R,4500,3.38,28.2,0.0362992,0.6218534,241.5423528,36.5
BMW,X4 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.03028,0.2601,372.08,24
BMW,X4 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.00763,0.1414,232.18,38.4
BMW,X4 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.02255,0.2798,393.76,22.6
BMW,X4 xDrive35i,0E77345,3,Both,300,6,Y,A,4500,3.38,28.2,0.06366,0.4481,232.87,38.1
BMW,X5 M,0G93507,4.4,Truck,567,8,Y,A,5500,3.15,24.1,0.02103,0.3578,491.62,18
BMW,X5 M,0G93507,4.4,Truck,567,8,Y,A,5500,3.15,24.1,0.00093,0.5246,330.69,26.8
BMW,X5 M,0G93507,4.4,Truck,567,8,Y,A,5500,3.15,24.1,0.02287,0.4785,522.35,17
BMW,X5 sDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.01552,0.154,365.02,24.4
BMW,X5 sDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.00577,0.0388,232.52,38.3
BMW,X5 sDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.01464,0.1394,386.52,23
BMW,X5 sDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.01951,0.0915,231.87,38.4
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.04793,0.0513,326.34,31.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.04793,0.0513,326.34,31.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.04793,0.0513,326.34,31.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.04793,0.0513,326.34,31.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01719,0.021,219.79,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01719,0.021,219.79,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01719,0.021,219.79,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01719,0.021,219.79,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.00595,0.0226,384.72,26.4
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.00595,0.0226,384.72,26.4
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.00595,0.0226,384.72,26.4
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.00595,0.0226,384.72,26.4
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0347,0.0471,366.43,27.8
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0347,0.0471,366.43,27.8
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0347,0.0471,366.43,27.8
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0347,0.0471,366.43,27.8
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0728,0.2375,376.89,26.9
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0728,0.2375,376.89,26.9
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0728,0.2375,376.89,26.9
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0728,0.2375,376.89,26.9
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0414,0.0378,338.36,30.1
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0414,0.0378,338.36,30.1
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0414,0.0378,338.36,30.1
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.0414,0.0378,338.36,30.1
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01508,0.0203,220.38,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01508,0.0203,220.38,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01508,0.0203,220.38,46.2
BMW,X5 xDrive 35d,0C06535,3,Truck,255,6,Y,R,5250,3.15,24.1,0.01508,0.0203,220.38,46.2
BMW,X5 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.02369,0.397,474.6,18.8
BMW,X5 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.09947,0.7151,294.81,30.1
BMW,X5 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.01274,0.2986,501.86,17.8
BMW,X5 xDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.02838,0.4161,373.51,23.8
BMW,X5 xDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.02511,0.0864,236.2,37.8
BMW,X5 xDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.0020372,0.0484307,236.7764221,37.5
BMW,X5 xDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.0130743,0.129875,398.7159156,22.3
BMW,X5 xDrive35i,0C00007,3,Truck,300,6,Y,R,5000,3.15,25,0.0051874,0.0470883,243.589217,36.5
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.02656,0.2509,403.85,22
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.01042,0.0514,253.94,35
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.02474,0.1896,421.37,21.1
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.02603,0.2642,392.45,22.6
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.02192,0.1122,248.42,35.8
BMW,X6 xDrive 35i,0H21655,3,Truck,300,6,Y,R,5000,3.15,25,0.02228,0.3238,420.99,21.1
BMW,X6 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.02186,0.3674,470.2,18.9
BMW,X6 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.12291,0.8212,297.51,29.6
BMW,X6 xDrive 50i,0C02938,4.4,Truck,443,8,Y,R,5500,3.15,24.2,0.01359,0.3078,503.03,17.6
BMW,Z4 sDrive28i,E716500,2,Car,241,4,Y,R,3625,3.07,28.3,0.0137306,0.7359113,317.6040369,27.9
BMW,Z4 sDrive28i,E716500,2,Car,241,4,Y,R,3625,3.07,28.3,0.0473863,1.0323182,190.6767543,46.2
BMW,Z4 sDrive28i,E716500,2,Car,241,4,Y,R,3625,3.07,28.3,0.0156084,0.9460477,315.7339889,28
BMW,Z4 sDrive28i,E716500,2,Car,241,4,Y,R,3625,3.07,28.3,0.0602029,1.1946684,185.4932276,47.6
BMW,Z4 sDrive28i,E717000,2,Car,241,4,N,R,3625,3.72,34.9,0.00738,0.2602,315.89,28.1
BMW,Z4 sDrive28i,E717000,2,Car,241,4,N,R,3625,3.72,34.9,0.09932,1.3347,184.61,47.6
BMW,Z4 sDrive35is,E381818,3,Car,335,6,N,R,3875,2.56,35.3,0.00225,0.0213,235.78,37.6
BMW,Z4 sDrive35is,E381818,3,Car,335,6,N,R,3875,2.56,35.3,0.05201,0.3351,374.05,23.7
BMW,Z4 sDrive35is,E381818,3,Car,335,6,N,R,3875,2.56,35.3,0.06009,0.8258,454.03,19.5
BMW,Z4 sDrive35is,E381818,3,Car,335,6,N,R,3875,2.56,35.3,0.02294,0.3749,304.74,29
BMW,John Cooper Works,T379400,1.6,Car,211,4,Y,F,3000,3.68,35.3,0.0025152,0.1287273,198.4124197,45
BMW,John Cooper Works,T379400,1.6,Car,211,4,Y,F,3000,3.68,35.3,0.0121885,0.3444921,295.1562901,30.2
BMW,John Cooper Works,T379400,1.6,Car,208,4,Y,F,3125,3.68,35.3,0.01689,0.4417,303.1,29.3
BMW,John Cooper Works,T379400,1.6,Car,208,4,Y,F,3125,3.68,35.3,0.0071,0.1616,198.54,44.6
BMW,John Cooper Works,T384700,1.6,Car,211,4,N,F,3000,3.71,43.2,0.00924,0.2714,282.67,31.3
BMW,John Cooper Works,T384700,1.6,Car,211,4,N,F,3000,3.71,43.2,0.00499,0.0588,187.25,47.5
BMW,John Cooper Works All4 Countryman,WL99204,1.6,Car,214,4,Y,F,3625,3.68,33,0.01155,0.2986,324.84,27.4
BMW,John Cooper Works All4 Countryman,WL99204,1.6,Car,214,4,Y,F,3625,3.68,33,0.0076866,0.196047,222.4813426,40.2
BMW,John Cooper Works All4 Countryman,WM28504,1.6,Car,214,4,N,4,3625,3.7,40.4,0.00718,0.3061,303.98,29.2
BMW,John Cooper Works All4 Countryman,WM28504,1.6,Car,214,4,N,4,3625,3.7,40.4,0.00719,0.0879,207.03,42.9
BMW,John Cooper Works Convertible,T384700,1.6,Car,208,4,N,F,3125,3.71,43.2,0.01128,0.3071,288.67,30.7
BMW,John Cooper Works Convertible,T384700,1.6,Car,208,4,N,F,3125,3.71,43.2,0.00465,0.0537,192.08,46.3
BMW,Mini Cooper,TX95505,1.6,Car,122,4,Y,F,2875,4.1,40.7,0.02517,0.1086,244.47,36.4
BMW,Mini Cooper,TX95505,1.6,Car,122,4,Y,F,2875,4.1,40.7,0.00609,0.0663,172.6,51.3
BMW,Mini Cooper,TX95505,1.6,Car,122,4,Y,F,2875,4.1,39.9,0.02299,0.1154,251.55,35.2
BMW,Mini Cooper,TX95505,1.6,Car,122,4,Y,F,2875,4.1,39.9,0.02069,0.0966,175.72,50.4
BMW,Mini Cooper,TX96504,1.6,Car,122,4,N,F,2875,4.35,42.9,0.0229,0.1797,230,38.6
BMW,Mini Cooper,TX96504,1.6,Car,122,4,N,F,2875,4.35,42.9,0.0171,0.2395,163.7,54
BMW,Mini Cooper,TX96504,1.6,Car,122,4,N,F,2875,4.35,42.1,0.02148,0.2903,173.88,50.9
BMW,Mini Cooper,TX96504,1.6,Car,122,4,N,F,2875,4.35,42.1,0.02232,0.2326,233.11,38
BMW,Mini Cooper (3-doors),3A04503,1.5,Car,134,3,N,F,2875,3.42,39.8,0.01117,0.6237,232.51,38
BMW,Mini Cooper (3-doors),3A04503,1.5,Car,134,3,N,F,2875,3.42,39.8,0.03854,0.7529,156.4,56.5
BMW,Mini Cooper (3-doors),T730237,1.5,Car,134,3,Y,F,3000,3.68,35.8,0.0193035,0.7708315,163.3399949,54.3
BMW,Mini Cooper (3-doors),T730237,1.5,Car,134,3,Y,F,3000,3.68,35.8,0.0211863,0.5586518,239.0611064,37.2
BMW,Mini Cooper (3-doors),T730237,1.5,Car,134,3,Y,F,3000,3.68,35.8,0.0181964,0.5644929,170.3531579,52.2
BMW,Mini Cooper (3-doors),T730237,1.5,Car,134,3,Y,F,3000,3.68,35.8,0.0140751,0.3954029,254.5071058,34.9
BMW,Mini Cooper (5-doors),T826907,1.5,Car,134,3,Y,F,3125,3.68,37.8,0.0071066,0.3814951,244.0599905,36.5
BMW,Mini Cooper (5-doors),T826907,1.5,Car,134,3,Y,F,3125,3.68,37.8,0.006007,0.3065727,167.6045486,52.9
BMW,Mini Cooper (5-doors),T826907,1.5,Car,134,3,Y,F,3125,3.68,37.8,0.0089023,0.2987641,255.7502525,34.8
BMW,Mini Cooper (5-doors),T826907,1.5,Car,134,3,Y,F,3125,3.68,37.8,0.0158738,0.3333348,167.528247,52.9
BMW,Mini Cooper (5-doors),T836902,1.5,Car,134,3,N,F,3000,3.42,40.4,0.00646,0.3509,236.57,37.4
BMW,Mini Cooper (5-doors),T836902,1.5,Car,134,3,N,F,3000,3.42,40.4,0.00561,0.2661,156.15,56.8
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,39.9,0.0060954,0.1237557,194.0098079,45.7
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,39.9,0.0242299,0.1995718,272.4884017,32.6
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,39.9,0.0023621,0.0494892,189.787774,46.7
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,39.9,0.0252557,0.236039,276.0283064,32.1
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,40.7,0.02257,0.1303,250.75,35.4
BMW,Mini Cooper Convertible,TX95505,1.6,Car,122,4,Y,F,3125,4.1,40.7,0.01031,0.0823,173.74,51
BMW,Mini Cooper Convertible,TX96504,1.6,Car,122,4,N,F,3000,4.35,42.1,0.02187,0.3159,176.57,50
BMW,Mini Cooper Convertible,TX96504,1.6,Car,122,4,N,F,3000,4.35,42.1,0.02026,0.2208,238.18,37.3
BMW,Mini Cooper Convertible,TX96504,1.6,Car,122,4,N,F,3000,4.35,42.9,0.02059,0.2605,245.08,36.2
BMW,Mini Cooper Convertible,TX96504,1.6,Car,122,4,N,F,3000,4.35,42.9,0.01648,0.2943,169.65,52.1
BMW,Mini Cooper Countryman,WH94501,1.6,Car,122,4,Y,4,3375,4.64,42.5,0.01073,0.1276,210.72,42
BMW,Mini Cooper Countryman,WH94501,1.6,Car,122,4,Y,4,3375,4.64,42.5,0.03264,0.1242,275.82,32.1
BMW,Mini Cooper Countryman,WH95002,1.6,Car,122,4,N,F,3250,4.72,43.1,0.01471,0.1353,194.28,45.7
BMW,Mini Cooper Countryman,WH95002,1.6,Car,122,4,N,F,3250,4.72,43.1,0.0244,0.256,258.39,34.4
BMW,Mini Cooper S,TY10009,1.6,Car,180,4,Y,F,3000,3.68,35.1,0.00759,0.1755,268.9,33
BMW,Mini Cooper S,TY10009,1.6,Car,180,4,Y,F,3000,3.68,35.1,0.01212,0.1493,186.33,47.8
BMW,Mini Cooper S,TY10009,1.6,Car,180,4,Y,F,3000,3.68,35.3,0.00708,0.0875,266.64,33.2
BMW,Mini Cooper S,TY10009,1.6,Car,180,4,Y,F,3000,3.68,35.3,0.01099,0.1074,187.04,47.4
BMW,Mini Cooper S,TY20003,1.6,Car,180,4,N,F,3000,3.71,43.1,0.00735,0.3269,258.66,34.2
BMW,Mini Cooper S,TY20003,1.6,Car,180,4,N,F,3000,3.71,43.1,0.00742,0.0804,180.27,49.3
BMW,Mini Cooper S,TY20003,1.6,Car,180,4,N,F,3000,3.71,42.9,0.00569,0.2504,256.72,34.5
BMW,Mini Cooper S,TY20003,1.6,Car,180,4,N,F,3000,3.71,42.9,0.01516,0.169,176.5,50.4
BMW,Mini Cooper S (3-doors),T740204,2,Car,189,4,Y,F,3125,3.5,33.4,0.01257,0.1561,190.98,46.4
BMW,Mini Cooper S (3-doors),T740204,2,Car,189,4,Y,F,3125,3.5,33.4,0.0067196,0.1812102,262.1027269,34
BMW,Mini Cooper S (3-doors),T740204,2,Car,189,4,Y,F,3125,3.5,33.4,0,0.1556712,187.1839312,47.6
BMW,Mini Cooper S (3-doors),T740204,2,Car,189,4,Y,F,3125,3.5,33.4,0.0052693,0.1166004,276.6900218,32.2
BMW,Mini Cooper S (3-doors),T740702,2,Car,189,4,N,F,3125,3.56,41.6,0.00629,0.3193,292.98,30.3
BMW,Mini Cooper S (3-doors),T740702,2,Car,189,4,N,F,3125,3.56,41.6,0.01304,0.2832,183.79,48.1
BMW,Mini Cooper S (5-doors),T891600,2,Car,189,4,Y,F,3250,3.5,33.4,0.0070648,0.2609874,265.242842,33.6
BMW,Mini Cooper S (5-doors),T891600,2,Car,189,4,Y,F,3250,3.5,33.4,0.0018759,0.1579598,189.603197,46.9
BMW,Mini Cooper S (5-doors),T891600,2,Car,189,4,Y,F,3250,3.5,33.4,0.0017983,0.1669519,188.6236741,47.1
BMW,Mini Cooper S (5-doors),T891600,2,Car,189,4,Y,F,3250,3.5,33.4,0.0067147,0.1461507,280.0962293,31.8
BMW,Mini Cooper S (5-doors),T892100,2,Car,189,4,N,F,3250,3.56,41.6,0.00633,0.1478,301.47,29.5
BMW,Mini Cooper S (5-doors),T892100,2,Car,189,4,N,F,3250,3.56,41.6,0.01763,0.1729,194.13,45.7
BMW,Mini Cooper S Convertible,TY10009,1.6,Car,180,4,Y,F,3125,3.68,35.3,0.01105,0.209,276.81,32.1
BMW,Mini Cooper S Convertible,TY10009,1.6,Car,180,4,Y,F,3125,3.68,35.3,0.0117,0.204,192.63,46
BMW,Mini Cooper S Convertible,TY10009,1.6,Car,180,4,Y,F,3125,3.68,35.1,0.00718,0.1787,266.75,33.3
BMW,Mini Cooper S Convertible,TY10009,1.6,Car,180,4,Y,F,3125,3.68,35.1,0.00127,0.0543,176.94,50.2
BMW,Mini Cooper S Convertible,TY20003,1.6,Car,180,4,N,F,3125,3.71,42.9,0.0098,0.1957,257.38,34.5
BMW,Mini Cooper S Convertible,TY20003,1.6,Car,180,4,N,F,3125,3.71,42.9,0.00871,0.1063,175.07,50.7
BMW,Mini Cooper S Convertible,TY20003,1.6,Car,180,4,N,F,3125,3.71,43.1,0.0067,0.2201,267.47,33.2
BMW,Mini Cooper S Convertible,TY20003,1.6,Car,180,4,N,F,3125,3.71,43.1,0.00982,0.1208,183.44,48.5
BMW,Mini Cooper S Countryman,WH97510,1.6,Car,180,4,Y,F,3375,3.68,33.1,0.01968,0.1199,195.52,45.3
BMW,Mini Cooper S Countryman,WH97510,1.6,Car,180,4,Y,F,3375,3.68,33.1,0.00912,0.0841,273.78,32.4
BMW,Mini Cooper S Countryman,WH98002,1.6,Car,180,4,N,F,3375,3.71,40.4,0.01739,0.1866,195.26,45.5
BMW,Mini Cooper S Countryman,WH98002,1.6,Car,180,4,N,F,3375,3.71,40.4,0.01121,0.4982,261.18,33.9
BMW,Mini Cooper S Countryman All4,WH97510,1.6,Car,180,4,Y,4,3500,3.68,33.1,0.009793,0.2931793,206.8516239,42.8
BMW,Mini Cooper S Countryman All4,WH97510,1.6,Car,180,4,Y,4,3500,3.68,33.1,0.0189591,0.2529046,296.1090042,30
BMW,Mini Cooper S Countryman All4,WH98002,1.6,Car,180,4,N,4,3500,3.71,40.4,0.01521,0.1854,203.25,43.7
BMW,Mini Cooper S Countryman All4,WH98002,1.6,Car,180,4,N,4,3500,3.71,40.4,0.00888,0.3237,270.97,32.7
BMW,MINI John Cooper Works Hardtop,T996307,2,Car,228,4,Y,F,3125,3.5,33.3,0.0115725,0.6582507,271.9708968,32.7
BMW,MINI John Cooper Works Hardtop,T996307,2,Car,228,4,Y,F,3125,3.5,33.3,0.0181773,0.3885797,207.8940123,42.8
BMW,MINI John Cooper Works Hardtop,T996307,2,Car,228,4,Y,F,3125,3.5,33.3,0.008217,0.3338863,203.7413886,43.6
BMW,MINI John Cooper Works Hardtop,T996307,2,Car,228,4,Y,F,3125,3.5,33.3,0.00776,0.3767,275.79,31.9
BMW,MINI John Cooper Works Hardtop,T996307,2,Car,228,4,Y,F,3125,3.5,33.3,0.01059,0.3375,194.47,45.4
BMW,MINI John Cooper Works Hardtop,T997303,2,Car,228,4,N,F,3125,3.82,44.5,0.00884,0.5762,305.99,28.9
BMW,MINI John Cooper Works Hardtop,T997303,2,Car,228,4,N,F,3125,3.82,44.5,0.01151,0.7196,205.32,43.1
Bugatti,Veyron Super Sport,BAX-US100/10,7.997,Car,1200,16,Y,4,4750,2.59,24.9,0.0463,0.214,885,10
Bugatti,Veyron Super Sport,BAX-US100/10,7.997,Car,1200,16,Y,4,4750,2.59,24.9,0.071,0.381,636,13.9
Bugatti,Veyron Super Sport,BAX-US100/10,7.997,Car,1200,16,Y,4,4750,2.59,24.9,0.0171,0.076,495,17.9
Bugatti,Veyron Super Sport,BAX-US100/10,7.997,Car,1200,16,Y,4,4750,2.59,24.9,0.471,0.836,999,8.9
Bugatti,Veyron Super Sport,BAX-US100/10,7.997,Car,1200,16,Y,4,4750,2.59,24.9,0.0338,0.181,903,9.8
FCA Italy,Alfa 4c,L4MAS7806,1.8,Car,237,4,Y,R,2750,2.56,21.7,0.234315,1.374337,325.32014,27
